20190426,4.881,9.762,14.643,19.524,24.405,29.286,34.167,39.048,43.929,48.81,53.691,58.572,63.453,68.334,73.215,78.096,82.977,87.858,92.739,97.62,102.501,107.382,112.263,117.144,122.025,126.906,131.787,136.668,141.549,146.43,151.311,156.192,161.073,165.954,170.835,175.716,180.597,185.478,190.359,195.24,200.121,205.002,209.883,214.764,219.645,224.526,229.407,234.288,239.169,244.05,248.931
20190427,79.78473371,79.78473371,79.34205335,76.62538401,72.81472003,68.59643018,64.2547996,59.91983272,55.65376392,51.48628935,47.43052779,43.490832,39.66683736,35.95565182,32.35307754,28.85430643,25.46770766,22.75999292,20.92656303,20.02071125,20.16205495,21.20959563,21.78444494,21.78444494,21.78444494,21.78444494,21.78444494,21.78444494,21.78444494,21.78444494,21.78444494,21.78444494,21.78444494,21.78444494,21.78444494,21.78444494,21.78444494,21.78444494,21.78444494,21.78444494,21.78444494,21.78444494,21.78444494,21.78444494,21.78444494,21.78444494,21.78444494,21.78444494,21.78444494,21.78444494,21.78444494
20190530,67.1596032,66.38013698,63.33835739,59.78650515,56.23480105,52.81617559,49.56326061,46.47697279,43.54779163,40.76323163,38.11061683,35.57809328,33.15494252,30.83161292,28.59964152,26.45153992,24.43540167,22.78828467,21.48883308,20.61292832,20.31344621,20.51642186,21.15592877,22.17233588,23.24152543,24.19035002,25.03080181,25.77335661,26.42720824,27.00046041,27.50028465,27.93305146,28.30443958,28.61952782,28.88287243,29.09857272,29.27032702,29.40148048,29.49506621,29.5538407,29.58031456,29.5823889,29.5823889,29.5823889,29.5823889,29.5823889,29.5823889,29.5823889,29.5823889,29.5823889,29.5823889
20190627,54.6384,54.6384,54.35531135,52.7847487,50.61900504,48.23496181,45.78813402,43.34927412,40.95199243,38.6121197,36.3364628,34.12708091,31.98349632,29.90388668,27.88574763,25.92626818,24.02254518,22.38190682,21.17874234,20.42365565,20.19002045,20.35108359,20.54063359,20.70865546,20.85744574,20.98898925,21.10501071,21.20701642,21.29632806,21.37411029,21.4413936,21.49909314,21.5480245,21.58891695,21.62242454,21.64913563,21.66958087,21.68424013,21.69354841,21.69790095,21.69834,21.69834,21.69834,21.69834,21.69834,21.69834,21.69834,21.69834,21.69834,21.69834,21.69834
20190926,67.39930682,65.59215605,61.70608685,57.63258203,53.72048612,50.03608608,46.57858927,43.32999158,40.26912961,37.37590048,34.63421479,32.18920102,30.08709245,28.26650564,26.6801822,25.29107282,24.06967278,22.9921614,22.03925691,21.30031582,20.83182356,20.59795357,20.56858639,20.71639773,20.90877796,21.07655746,21.22222524,21.3479535,21.45564683,21.5469824,21.62344302,21.68634464,21.73685916,21.77603368,21.80480665,21.82402157,21.83443869,21.83690191,21.83690191,21.83690191,21.83690191,21.83690191,21.83690191,21.83690191,21.83690191,21.83690191,21.83690191,21.83690191,21.83690191,21.83690191,21.83690191
20191219,63.82493627,61.32512728,57.43614243,53.5901926,49.98586296,46.63805378,43.52486782,40.61876162,37.89408475,35.32865671,32.92452691,30.82910204,29.02184117,27.45139311,26.07819738,24.87121983,23.80573042,22.8617509,22.02294582,21.32658369,20.80820983,20.4447533,20.21674959,20.10769469,20.0888511,20.08133606,20.07513016,20.07010155,20.06613476,20.06312827,20.06099246,20.05964791,20.05902398,20.05896125,20.05896125,20.05896125,20.05896125,20.05896125,20.05896125,20.05896125,20.05896125,20.05896125,20.05896125,20.05896125,20.05896125,20.05896125,20.05896125,20.05896125,20.05896125,20.05896125,20.05896125
20200630,58.08112221,56.52138395,53.43529209,50.24891676,47.20759017,44.35312103,41.68043532,39.17322907,36.81375389,34.58561086,32.47440659,30.5020034,28.80569807,27.35570412,26.1099675,25.03559168,24.10643606,23.30144139,22.60588686,22.0153333,21.51734122,21.10039792,20.75477886,20.47221153,20.24561298,20.0688828,19.93673816,19.84458124,19.78839183,19.76463962,19.77021208,19.80235476,19.84954839,19.89086707,19.92608475,19.95568141,19.98009021,19.99970309,20.01487549,20.02593056,20.03316272,20.03684076,20.03744504,20.03744504,20.03744504,20.03744504,20.03744504,20.03744504,20.03744504,20.03744504,20.03744504
20201231,58.76144901,55.980214,52.56255871,49.33606704,46.37516787,43.65875311,41.15354635,38.82900812,36.65962362,34.62452906,32.70667435,30.89906059,29.30985747,27.94409982,26.76388659,25.73954473,24.84747531,24.06865089,23.40544363,22.86664007,22.43597017,22.0996492,21.84605531,21.66532059,21.54901215,21.48988077,21.48166089,21.51891001,21.59687871,21.71140461,21.85882531,22.03590636,22.23967195,22.4133675,22.51538529,22.55161548,22.55183542,22.55183542,22.55183542,22.55183542,22.55183542,22.55183542,22.55183542,22.55183542,22.55183542,22.55183542,22.55183542,22.55183542,22.55183542,22.55183542,22.55183542
20210630,61.69198196,58.09072392,54.27877806,50.81075873,47.68436744,44.84690713,42.24930076,39.85208638,37.62427138,35.5414159,33.58402261,31.73632904,30.04179809,28.60424572,27.38472043,26.34763265,25.46474666,24.71564343,24.10146841,23.60826255,23.21995656,22.92311253,22.70640519,22.560222,22.47635136,22.44773694,22.46828222,22.53269358,22.63635331,22.77521607,22.94572385,23.14473573,23.36946933,23.61745204,23.88647981,24.1745825,24.4799943,24.80112866,25.13655667,25.4849886,25.84525786,26.21630719,26.59717661,26.98699295,27.38496062,27.79035363,28.20250848,28.62081792,29.04472541,29.47372028,29.90733335
20211231,62.04943334,58.45221378,54.66478822,51.22408535,48.12455243,45.31271427,42.73935114,40.36504806,38.15891469,36.09662357,34.1587844,32.32973145,30.67788679,29.28166468,28.09761279,27.09108587,26.23459853,25.51264546,24.92457915,24.45305641,24.08258693,23.8002176,23.59503221,23.45776585,23.38050426,23.35644696,23.37971873,23.44521838,23.54849626,23.68565447,23.85326485,24.04830123,24.26808309,24.5102284,24.772614,25.05334215,25.35071204,25.66319559,25.98941664,26.32813314,26.67145074,26.99143348,27.28660334,27.55849411,27.80851868,28.03798083,28.24808566,28.43994876,28.61460446,28.77301309,28.91606756
